FUSE_time,FUSE_x,FUSE_y,FUSE_yaw
1688392927,3.638,-0.869,0.0536
1688392927,3.6396,-0.8687,0.0566
1688392927,3.6585,-0.8674,0.0604
1688392927,3.6662,-0.8639,0.0689
1688392927,3.6805,-0.8605,0.0738
1688392927,3.689,-0.8593,0.0797
1688392928,3.6946,-0.857,0.0831
1688392928,3.7044,-0.8561,0.0862
1688392928,3.7129,-0.8545,0.0877
1688392928,3.7193,-0.8536,0.0894
1688392928,3.7291,-0.8527,0.0907
1688392928,3.7274,-0.8517,0.0926
1688392928,3.7403,-0.8483,0.0943
1688392928,3.7585,-0.8466,0.0949
1688392928,3.7573,-0.8455,0.0972
1688392928,3.774,-0.8435,0.0977
1688392928,3.7749,-0.8431,0.0993
1688392929,3.7834,-0.8412,0.1009
1688392929,3.7922,-0.8398,0.1022
1688392929,3.8108,-0.8368,0.1052
1688392929,3.8205,-0.8352,0.1059
1688392929,3.8337,-0.8289,0.106
1688392929,3.835,-0.8284,0.1063
1688392929,3.8523,-0.8262,0.1071
1688392929,3.8513,-0.826,0.1082
1688392929,3.8694,-0.8224,0.1114
1688392930,3.8812,-0.8202,0.1131
1688392930,3.8878,-0.8187,0.1146
1688392930,3.8991,-0.8173,0.116
1688392930,3.9148,-0.8149,0.117
1688392930,3.916,-0.8145,0.1173
1688392930,3.9241,-0.8131,0.1183
1688392930,3.9361,-0.807,0.1206
1688392930,3.9532,-0.8045,0.1227
1688392930,3.9644,-0.8025,0.1243
1688392930,3.9721,-0.8004,0.1265
1688392931,3.9839,-0.7986,0.1278
1688392931,3.9989,-0.7953,0.1306
1688392931,4.0,-0.7946,0.1328
1688392931,4.0178,-0.7919,0.1344
1688392931,4.0199,-0.791,0.1378
1688392931,4.038,-0.7873,0.1432
1688392931,4.0385,-0.787,0.1451
1688392931,4.0657,-0.7819,0.1536
1688392931,4.0628,-0.7816,0.1582
1688392931,4.0822,-0.7772,0.161
1688392932,4.0843,-0.7765,0.1641
1688392932,4.091,-0.7743,0.1669
1688392932,4.0927,-0.7738,0.1684
1688392932,4.1114,-0.7703,0.1713
1688392932,4.1108,-0.7688,0.1757
1688392932,4.1333,-0.7636,0.1851
1688392932,4.1326,-0.7634,0.1892
1688392932,4.148,-0.7598,0.1932
1688392932,4.1566,-0.7576,0.1994
1688392932,4.1714,-0.7536,0.2053
1688392933,4.171,-0.7534,0.2072
1688392933,4.1763,-0.7507,0.214
1688392933,4.1913,-0.747,0.2193
1688392933,4.1901,-0.747,0.2203
1688392933,4.2081,-0.7425,0.2272
1688392933,4.2081,-0.7422,0.2311
1688392933,4.2112,-0.7401,0.2372
1688392933,4.228,-0.7351,0.2445
1688392933,4.2371,-0.7323,0.2486
1688392933,4.2521,-0.7284,0.2527
1688392934,4.252,-0.7274,0.2586
1688392934,4.2589,-0.7255,0.2632
1688392934,4.256,-0.7259,0.2668
1688392934,4.2814,-0.7182,0.2791
1688392934,4.2826,-0.7177,0.2839
1688392934,4.2963,-0.713,0.2896
1688392934,4.2982,-0.7123,0.2939
1688392934,4.3043,-0.7099,0.303
1688392934,4.32,-0.7043,0.3119
1688392934,4.3212,-0.703,0.3163
1688392935,4.323,-0.7023,0.32
1688392935,4.3473,-0.6929,0.3321
1688392935,4.3469,-0.6929,0.3362
1688392935,4.3529,-0.6902,0.3456
1688392935,4.3646,-0.685,0.3527
1688392935,4.3675,-0.6837,0.3586
1688392935,4.3723,-0.6807,0.374
1688392935,4.3902,-0.6731,0.3819
1688392935,4.3943,-0.6713,0.3853
1688392935,4.401,-0.668,0.3925
1688392936,4.4119,-0.6633,0.402
1688392936,4.4166,-0.6611,0.4047
1688392936,4.4242,-0.6571,0.4138
1688392936,4.4253,-0.6565,0.4193
1688392936,4.4447,-0.6467,0.4295
1688392936,4.4436,-0.647,0.4377
1688392936,4.4612,-0.6385,0.4469
1688392936,4.4659,-0.6361,0.4541
1688392936,4.4691,-0.6344,0.4623
1688392936,4.479,-0.629,0.4691
1688392937,4.4839,-0.6261,0.4724
1688392937,4.4915,-0.622,0.4811
1688392937,4.4962,-0.6194,0.4852
1688392937,4.5105,-0.6109,0.4936
1688392937,4.5114,-0.6103,0.4972
1688392937,4.5273,-0.6014,0.5061
1688392937,4.5326,-0.5982,0.5127
1688392937,4.5385,-0.5943,0.5199
1688392937,4.5479,-0.5889,0.5243
1688392937,4.5544,-0.5842,0.5295
1688392938,4.5601,-0.5802,0.5426
1688392938,4.5736,-0.5715,0.5521
1688392938,4.5736,-0.5706,0.5567
1688392938,4.5807,-0.5661,0.5622
1688392938,4.5938,-0.557,0.5737
1688392938,4.5898,-0.5586,0.5785
1688392938,4.5979,-0.5526,0.5873
1688392938,4.6102,-0.544,0.5904
1688392938,4.6176,-0.5384,0.5989
1688392938,4.6218,-0.5341,0.6037
1688392939,4.6282,-0.5284,0.6148
1688392939,4.6329,-0.5247,0.618
1688392939,4.6472,-0.5143,0.6224
1688392939,4.6485,-0.5127,0.6322
1688392939,4.6558,-0.507,0.638
1688392939,4.67,-0.4949,0.6432
1688392939,4.6698,-0.4938,0.6489
1688392939,4.6753,-0.489,0.6612
1688392939,4.6932,-0.4739,0.6681
1688392939,4.6939,-0.4728,0.6715
1688392939,4.6927,-0.4734,0.6761
1688392940,4.7126,-0.4552,0.6846
1688392940,4.7136,-0.4542,0.6883
1688392940,4.7262,-0.4419,0.6973
1688392940,4.731,-0.4369,0.7045
1688392940,4.729,-0.4369,0.7088
1688392940,4.7471,-0.4194,0.7197
1688392940,4.7465,-0.4185,0.7234
1688392940,4.7523,-0.4127,0.7306
1688392940,4.7651,-0.3998,0.7393
1688392941,4.7655,-0.3987,0.746
1688392941,4.7681,-0.3939,0.7497
1688392941,4.7755,-0.3868,0.7579
1688392941,4.7859,-0.374,0.7673
1688392941,4.7875,-0.372,0.7707
1688392941,4.8003,-0.3587,0.7778
1688392941,4.8031,-0.3553,0.7869
1688392941,4.8106,-0.3474,0.7928
1688392941,4.8174,-0.34,0.7967
1688392941,4.8202,-0.3356,0.8052
